,trade_number,entry_type,entry_price,entry_date,entry_time,exit_type,exit_price,exit_date,exit_time,size,pnl,pnl_percentage
174,175,BUY,126.26,2025-03-29,16:00:00,SELL,125.21,2025-03-29,17:00:00,57.42318438188891,-60.29434360098401,-0.8316172976397999
175,176,BUY,125.05,2025-03-30,01:30:00,SELL,125.39,2025-03-30,08:00:00,57.4064710437813,19.51820015488584,0.2718912435026017
176,177,BUY,126.04,2025-03-30,09:00:00,SELL,124.85999999999999,2025-03-30,10:45:00,56.99883727203205,-67.25862798099901,-0.9362107267534283
177,178,BUY,125.55,2025-03-30,18:30:00,SELL,123.82999999999998,2025-03-30,22:15:00,56.604124637201494,-97.35909437598731,-1.3699721226603052
178,179,BUY,126.29,2025-03-31,01:45:00,SELL,124.54,2025-03-31,04:30:00,55.433802086832145,-97.00915365195625,-1.3856995803309842
179,180,BUY,125.87,2025-03-31,05:15:00,SELL,124.21999999999998,2025-03-31,09:15:00,54.77725108450971,-90.38246428944211,-1.3108763009454356
180,181,BUY,125.78,2025-03-31,13:15:00,SELL,123.64,2025-03-31,13:45:00,54.030330516335894,-115.62490730495884,-1.7013833677850219
181,182,BUY,125.43000000000002,2025-03-31,14:00:00,SELL,124.01,2025-03-31,18:00:00,53.20753370769816,-75.55469786493224,-1.1321055568843303
182,183,BUY,125.82,2025-03-31,20:45:00,SELL,125.31,2025-03-31,21:00:00,52.36353359135478,-26.70540213159046,-0.4053409632808702
183,184,BUY,126.02999999999999,2025-03-31,21:15:00,SELL,125.15,2025-03-31,22:15:00,51.98001069819808,-45.74240941441334,-0.6982464492580984
184,185,BUY,126.16,2025-04-01,03:00:00,SELL,126.6,2025-04-01,12:45:00,51.487768031846166,22.654617934012197,0.34876347495243953
185,186,BUY,128.43,2025-04-01,15:30:00,SELL,126.21000000000001,2025-04-01,18:15:00,50.645024358945435,-112.4319540768588,-1.72856809156739
